RMC,CCC,Complexity
11,3.623538274,1
11,3.615739421,1
35,3.625006335,1
5,3.62225274,1
32,3.623530694,1
32,3.62321828,1
4.5,3.596238905,1
29,3.623732176,1
20,3.623762326,1
14,3.623612523,1
8,3.623057215,1
8,3.615693958,1
20,3.610176528,1
5,3.622448174,1
14,3.624683965,1
38,3.623957895,1
26,3.623816785,1
26,3.638806734,1
32,3.623885986,1
25.5,3.623441605,1
29,3.624498171,1
20,3.623681734,1
26,3.624868996,1
20.5,3.611167057,1
23.5,3.618037103,1
17.5,3.62400911,1
23.5,3.622161239,1
28.5,3.623605089,1
20,3.623987273,1
11,3.601875844,1
32,3.623482034,1
11,3.615112516,1
26,3.624549523,1
26,3.623609287,1
23,3.623624966,1
29.5,3.624241386,1
26,3.623254066,1
26.5,3.623407516,1
26.5,3.624816455,1
10.5,3.62368554,1
5,3.595135387,1
32.5,3.623510166,1
5,3.58666227,1
20.5,3.623547059,1
14.5,3.624076347,1
32,3.623282354,1
32.5,3.624225179,1
26,3.621242785,1
5.5,3.623642499,1
26.5,3.623293801,1
23,3.611901901,1
34.5,3.632968338,1
26.5,3.624041522,1
5.5,3.588473069,1
32,3.623627225,1
11.5,3.61793297,1
28.5,3.624581524,1
23.5,3.62438747,1
16.5,3.623761895,1
14.5,3.604150235,1
26,3.623721418,1
17,3.625019166,1
26,3.623583003,1
17,3.624834235,1
29.5,3.625603319,1
14,3.6199268,1
28.5,3.625253672,1
24,3.623696287,1
22.5,3.624995942,1
23,3.613857976,1
19.5,3.632325572,1
32,3.624332071,1
7.5,3.616334311,1
8,3.604001254,1
13.5,3.62415345,1
25.5,3.62338971,1
28.5,3.623333911,1
32.5,3.624885815,1
8.5,3.601198239,1
32,3.623317194,1
10.5,3.625094119,1
8.5,3.61769573,1
29,3.623218588,1
7.5,3.624164924,1
5,3.603990227,1
14.5,3.60177356,1
23,3.625094244,1
11,3.627714865,1
32.5,3.62381816,1
19.5,3.625056479,1
7.5,3.604497402,1
32,3.623691372,1
10.5,3.624430932,1
32,3.633836016,1
17,3.623539837,1
29,3.623509363,1
11.5,3.623392709,1
29,3.624382115,1
20.5,3.624241004,1
13.5,3.602434748,1
29,3.626452014,1
11.5,3.623329023,1
29.5,3.623537156,1
16.5,3.624063995,1
10.5,3.604996362,1
26,3.624576987,1
17,3.624223924,1
8.5,3.620350194,1
32,3.623827671,1
4.5,3.595252139,1
19.5,3.624376078,1
